ï»¿Date,Home,Away,HG,AG,H_Max,D_Max,A_Max,H_Avg,D_Avg,A_Avg,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HxG,AxG
21/11/2023,Libya,Cameroon,1,1,6,3.6,1.7,5.46,3.43,1.64,8,10,2,3,11,21,1,0,2,3,0,0,,
21/11/2023,Malawi,Tunisia,0,1,6.5,3.6,1.62,5.99,3.44,1.59,8,13,3,7,14,8,2,2,3,1,0,0,,
21/11/2023,Mauritius,Angola,0,0,6,3.6,1.65,5.47,3.49,1.62,9,13,3,6,11,19,2,10,1,1,0,0,,
21/11/2023,Myanmar,North Korea,1,6,26,9,1.14,18.94,7.66,1.12,7,15,2,8,11,11,3,5,2,2,0,0,,
21/11/2023,Nepal,Yemen,0,2,3.75,2.9,2.38,3.46,2.8,2.23,,,,,,,,,,,,,,
21/11/2023,Niger,Zambia,2,1,5.5,3.8,1.62,5.38,3.66,1.59,12,4,3,1,10,17,0,6,4,3,0,0,,
21/11/2023,Pakistan,Tajikistan,1,6,9,4.75,1.4,8.25,4.44,1.35,4,14,2,11,7,8,1,9,1,3,0,0,,
21/11/2023,Palestine,Australia,0,1,21,7,1.18,16.38,6.28,1.16,19,17,3,5,15,16,6,4,1,1,0,0,0.55,0.66
21/11/2023,Paraguay,Colombia,0,1,3.5,3.1,2.38,3.32,3,2.3,,,,,,,,,,,,,,
21/11/2023,Philippines,Indonesia,1,1,4.2,3.6,1.91,4.02,3.36,1.81,10,10,5,4,10,9,2,5,3,2,0,0,,
21/11/2023,Rwanda,South Africa,2,0,3.6,3,2.4,3.26,2.83,2.33,7,5,4,2,11,13,2,6,2,0,0,0,,
21/11/2023,Sao Tome and Principe,Namibia,0,2,13,5.25,1.3,10.88,4.83,1.27,7,7,1,2,18,22,1,8,1,1,0,0,,
21/11/2023,Singapore,Thailand,1,3,9.5,5.25,1.33,8.5,4.94,1.3,7,18,4,10,14,18,0,10,1,2,0,0,0.63,1.02
21/11/2023,Somalia,Uganda,0,1,11,5,1.36,9.94,4.35,1.33,4,10,1,1,13,16,1,2,4,2,1,0,,
21/11/2023,South Sudan,Mauritania,0,0,4.8,3.75,1.8,4.66,3.37,1.74,8,13,2,4,12,13,1,3,1,0,0,0,,
21/11/2023,Syria,Japan,0,5,41,14.5,1.07,28,11.19,1.05,2,19,0,8,8,10,1,5,0,0,0,0,0.53,3.41
21/11/2023,Tanzania,Morocco,0,2,10,4.75,1.4,9.13,4.2,1.36,1,4,0,3,8,18,0,3,4,4,1,0,,
21/11/2023,Togo,Senegal,0,0,7,4,1.5,6.66,3.78,1.48,15,9,3,3,12,14,1,5,2,2,0,0,,
21/11/2023,Uruguay,Bolivia,3,0,1.13,9.5,26,1.11,8.69,20.94,,,,,,,,,,,,,,
21/11/2023,Uzbekistan,Iran,2,2,4,3.1,2.15,2.92,2.77,2.57,14,5,5,2,10,8,5,1,2,2,0,0,,
21/11/2023,Vietnam,Iraq,0,1,4.33,3.25,1.91,4.11,3.13,1.88,0,15,0,7,10,13,2,3,5,1,0,0,,
20/11/2023,Chad,Madagascar,0,3,6.5,3.8,1.6,5.97,3.55,1.56,4,11,0,6,15,14,0,7,1,2,0,0,,
20/11/2023,Djibouti,Guinea Bissau,0,1,15,7.5,1.22,12.63,6.16,1.19,15,13,5,5,20,15,6,3,2,3,0,1,,
20/11/2023,Gambia,Ivory Coast,0,2,9,4.5,1.44,7.91,4.3,1.37,2,11,1,5,6,11,2,5,1,2,0,0,,
20/11/2023,Mali,Central Africa,1,1,1.22,7,21,1.17,6.25,16.44,14,1,7,1,9,10,12,0,0,2,0,0,,
20/11/2023,Seychelles,Kenya,0,5,67,21,1.02,56.86,18.29,1.02,2,26,1,12,7,14,2,8,3,0,0,0,,
19/11/2023,Burundi,Gabon,1,2,3.5,3.25,2.25,3.28,3.14,2.14,19,12,7,9,17,16,5,4,2,4,0,0,,
19/11/2023,Mozambique,Algeria,0,2,7,4,1.57,6.34,3.68,1.53,13,9,7,4,11,14,9,3,1,2,0,0,,
19/11/2023,Sierra Leone,Egypt,0,2,17,5.25,1.29,14.31,4.89,1.24,12,12,7,6,4,12,4,7,4,1,2,0,,
19/11/2023,Sudan,D.R. Congo,1,0,6,3.75,1.65,5.63,3.49,1.61,7,7,2,3,12,7,1,11,1,1,0,0,,
19/11/2023,Zimbabwe,Nigeria,1,1,13,4.75,1.33,12.06,4.36,1.3,4,4,1,2,6,14,0,5,2,3,0,0,,
18/11/2023,Niger,Tanzania,0,1,3.6,3,2.3,3.41,2.86,2.26,6,5,2,3,19,20,5,2,4,6,0,0,,
18/11/2023,Senegal,South Sudan,4,0,1.05,15,61,1.04,13,43.78,25,6,10,1,9,6,5,0,0,2,0,0,,
18/11/2023,South Africa,Benin,2,1,1.62,3.8,6,1.59,3.54,5.77,4,4,3,1,7,19,5,2,1,1,0,0,,
17/11/2023,Argentina,Uruguay,0,2,1.6,3.85,7,1.57,3.67,6.42,,,,,,,,,,,,,,
17/11/2023,Burkina Faso,Guinea Bissau,1,1,2,3.1,5,1.93,2.94,4.38,14,8,4,3,13,11,7,3,2,3,0,0,,
17/11/2023,Cameroon,Mauritius,3,0,1.06,15,34,1.05,11.5,27.6,20,3,9,1,11,13,6,1,1,1,0,0,,
17/11/2023,Chile,Paraguay,0,0,1.75,3.5,5.75,1.7,3.37,5.51,,,,,,,,,,,,,,
17/11/2023,Colombia,Brazil,2,1,3.8,3.25,2.23,3.57,3.14,2.15,,,,,,,,,,,,,,
17/11/2023,Comoros,Central Africa,4,2,2.3,3.1,3.6,2.21,3.02,3.31,13,6,6,2,13,14,2,2,0,2,0,0,,
17/11/2023,Eswatini,Libya,0,1,4.75,3,2.05,4.19,2.86,2,10,3,2,2,5,4,11,1,0,1,0,0,,
17/11/2023,Ghana,Madagascar,1,0,1.26,5.5,15,1.24,5.09,13.17,17,11,8,4,5,12,6,7,1,2,0,0,,
17/11/2023,Guinea,Uganda,2,1,2.08,3.1,5,1.97,2.98,4.14,9,3,3,2,12,12,9,3,1,4,0,0,,
17/11/2023,Ivory Coast,Seychelles,9,0,1.01,41,81,1.01,26,55.17,39,0,22,0,3,4,14,1,0,2,0,0,,
17/11/2023,Liberia,Malawi,0,1,2.15,3.1,4.3,2,2.96,3.99,7,11,0,4,9,7,6,5,1,0,0,0,,
17/11/2023,Mali,Chad,3,1,1.06,15,61,1.04,13.25,40.9,10,3,6,2,12,16,9,2,1,2,0,0,,
17/11/2023,Tunisia,Sao Tome and Principe,4,0,1.02,29,126,1.01,21.7,64.5,14,3,8,1,20,12,4,3,2,3,0,0,,
17/11/2023,Zambia,Congo,4,2,1.5,4.2,10,1.43,3.93,7.89,17,19,8,8,8,9,4,2,0,0,0,0,,
16/11/2023,Algeria,Somalia,3,1,1.02,26,71,1.01,19.1,53.1,19,7,9,5,7,10,7,3,0,1,0,0,,
16/11/2023,Australia,Bangladesh,7,0,1.01,46,101,1.01,34.5,64.83,29,1,14,0,14,13,8,1,1,3,0,0,7.02,0.02
16/11/2023,Bolivia,Peru,2,0,2.28,3.1,3.75,2.24,2.98,3.55,,,,,,,,,,,,,,
16/11/2023,Botswana,Mozambique,2,3,2.38,3,3.6,2.28,2.86,3.39,18,11,9,5,17,12,3,3,3,1,0,0,,
16/11/2023,Burundi,Gambia,3,2,4.33,3.1,2.3,3.98,2.86,2.09,7,6,3,2,,,9,3,2,2,0,0,,
16/11/2023,Cape Verde,Angola,0,0,1.95,3.35,4.9,1.87,3.1,4.42,12,11,1,2,15,15,6,5,0,2,0,0,,
16/11/2023,Egypt,Djibouti,6,0,1.02,26,71,1.01,20,55.2,27,5,13,2,12,11,8,1,1,2,0,0,,
16/11/2023,Gabon,Kenya,2,1,1.91,3.2,5,1.87,3.08,4.51,11,8,3,2,4,17,6,0,3,3,0,0,,
16/11/2023,Iran,Hong Kong,4,0,1.02,29,91,1.01,21.29,59.43,17,4,8,0,5,7,7,1,1,2,0,0,,
16/11/2023,Iraq,Indonesia,5,1,1.35,5,10.5,1.32,4.57,9.31,7,2,5,1,8,6,6,3,0,2,0,0,,
16/11/2023,Japan,Myanmar,5,0,1.01,67,201,1,57.67,102,31,0,15,0,7,11,14,1,0,1,0,0,3.13,0
16/11/2023,Kuwait,India,0,1,1.7,3.5,5.75,1.66,3.32,5.28,6,7,3,3,11,10,2,3,3,0,1,0,,
16/11/2023,Lebanon,Palestine,0,0,3.2,2.88,2.6,3.03,2.76,2.49,6,9,2,3,12,14,2,5,2,0,0,0,,
16/11/2023,Malaysia,Kyrgyzstan,4,3,1.65,3.8,6,1.59,3.59,5.38,12,11,5,6,13,14,5,3,2,2,0,0,,
16/11/2023,Nigeria,Lesotho,1,1,1.11,10,41,1.09,8.88,28.2,14,3,8,2,5,10,13,2,1,3,0,0,,
16/11/2023,Oman,Chinese Taipei,3,0,1.06,15,46,1.05,12.38,33,17,3,10,0,11,10,9,4,1,3,0,0,,
16/11/2023,Philippines,Vietnam,0,2,5.75,3.75,1.62,5.5,3.5,1.6,7,9,0,4,9,11,4,2,2,3,0,0,,
16/11/2023,Qatar,Afghanistan,8,1,1.01,26,81,1.01,19.25,55.88,26,2,17,1,12,15,10,0,0,5,0,1,5.71,0.41
16/11/2023,Saudi Arabia,Pakistan,4,0,1.01,46,101,1.01,25.67,58.33,16,3,8,1,9,12,7,2,1,4,0,0,2.43,0.35
16/11/2023,South Korea,Singapore,5,0,1.01,67,101,1.01,35.67,70.33,17,2,8,1,16,7,8,0,1,3,0,0,,
16/11/2023,Sudan,Togo,1,1,3.6,3,2.3,3.4,2.93,2.23,9,9,5,5,27,24,7,14,2,1,0,0,,
16/11/2023,Syria,North Korea,1,0,2.05,3.2,4.2,1.97,3.01,3.89,7,14,2,7,10,9,1,7,3,1,0,0,,
16/11/2023,Tajikistan,Jordan,1,1,3.4,3.1,2.38,3.28,2.91,2.25,9,12,4,3,12,9,5,6,0,2,0,0,,
16/11/2023,Thailand,China,1,2,2.3,3.5,3.1,2.2,3.27,2.95,17,8,4,2,5,17,7,5,0,4,0,0,1,2.05
16/11/2023,Turkmenistan,Uzbekistan,1,3,8.5,4.33,1.46,7.34,3.95,1.43,9,14,2,5,12,10,1,10,2,1,0,0,,
16/11/2023,United Arab Emirates,Nepal,4,0,1.02,29,126,1.01,21.38,80.63,27,11,11,3,2,18,9,3,0,2,0,0,,
16/11/2023,Venezuela,Ecuador,0,0,2.8,2.9,3,2.7,2.84,2.88,,,,,,,,,,,,,,
16/11/2023,Yemen,Bahrain,0,2,21,5.25,1.25,16.33,4.79,1.23,4,17,1,7,9,5,2,8,1,1,0,0,,
15/11/2023,D.R. Congo,Mauritania,2,0,1.55,4,7.5,1.49,3.76,6.9,9,5,4,1,9,7,8,2,2,0,0,0,,
15/11/2023,Ethiopia,Sierra Leone,0,0,2.6,2.9,3.25,2.45,2.79,3.13,2,1,0,0,11,15,4,3,2,1,0,0,,
15/11/2023,Rwanda,Zimbabwe,0,0,2.3,3.1,3.8,2.11,2.92,3.72,7,5,2,1,,,4,7,1,1,0,0,,
18/10/2023,Ecuador,Colombia,0,0,2.1,3.1,4.33,2.04,3.04,4.06,,,,,,,,,,,,,,
18/10/2023,Peru,Argentina,0,2,12,4.75,1.4,10.34,4.38,1.36,,,,,,,,,,,,,,
18/10/2023,Uruguay,Brazil,2,0,4.33,3.5,1.91,4.15,3.41,1.89,,,,,,,,,,,,,,
17/10/2023,Bangladesh,Maldives,2,1,1.73,3.25,7.5,1.66,3.11,5.94,,,,,,,,,,,,,,
17/10/2023,Bhutan,Hong Kong,2,0,13,6,1.23,11.56,5.69,1.21,,,,,,,,,,,,,,
17/10/2023,Brunei,Indonesia,0,6,91,23,1.02,50.71,18.71,1.01,,,,,,,,,,,,,,
17/10/2023,Guam,Singapore,0,1,9,5.25,1.36,8.5,4.69,1.32,,,,,,,,,,,,,,
17/10/2023,Laos,Nepal,0,1,2.4,3,3.4,2.32,2.81,3.21,,,,,,,,,,,,,,
17/10/2023,Macau,Myanmar,0,0,18,7.5,1.22,13.13,6.69,1.17,,,,,,,,,,,,,,
17/10/2023,Mongolia,Afghanistan,0,1,4.2,3.1,2.15,3.9,2.88,2.05,,,,,,,,,,,,,,
17/10/2023,Pakistan,Cambodia,1,0,2.9,2.7,3.2,2.59,2.65,3.04,,,,,,,,,,,,,,
17/10/2023,Paraguay,Bolivia,1,0,1.34,6,12,1.3,5.25,9.94,,,,,,,,,,,,,,
17/10/2023,Sri Lanka,Yemen,1,1,4.75,3.3,1.85,4.36,3.16,1.8,,,,,,,,,,,,,,
17/10/2023,Timor-Leste,Chinese Taipei,0,3,31,9,1.12,22.19,8.06,1.11,,,,,,,,,,,,,,
17/10/2023,Venezuela,Chile,3,0,2.7,3.1,3,2.59,3,2.89,,,,,,,,,,,,,,
13/10/2023,Argentina,Paraguay,1,0,1.25,6.1,15,1.22,5.82,13.89,,,,,,,,,,,,,,
13/10/2023,Bolivia,Ecuador,1,2,6,3.6,1.7,5.29,3.49,1.69,,,,,,,,,,,,,,
13/10/2023,Brazil,Venezuela,1,1,1.09,12,51,1.07,10.72,32.89,,,,,,,,,,,,,,
13/10/2023,Chile,Peru,2,0,1.7,3.6,6,1.67,3.52,5.63,,,,,,,,,,,,,,
12/10/2023,Afghanistan,Mongolia,1,0,1.33,5,13,1.29,4.71,10.78,,,,,,,,,,,,,,
12/10/2023,Cambodia,Pakistan,0,0,1.55,4.1,7,1.5,3.86,6.31,,,,,,,,,,,,,,
12/10/2023,Chinese Taipei,Timor-Leste,4,0,1.13,10,29,1.11,8.44,20.13,,,,,,,,,,,,,,
12/10/2023,Colombia,Uruguay,2,2,2.16,3.25,3.8,2.11,3.17,3.62,,,,,,,,,,,,,,
12/10/2023,Hong Kong,Bhutan,4,0,1.02,31,76,1.01,21.13,52.63,,,,,,,,,,,,,,
12/10/2023,Indonesia,Brunei,6,0,1.01,41,76,1.01,33.5,58.5,,,,,,,,,,,,,,
12/10/2023,Maldives,Bangladesh,1,1,2.8,3,2.88,2.69,2.87,2.67,,,,,,,,,,,,,,
12/10/2023,Myanmar,Macau,5,1,1.05,15,111,1.04,12.88,55.75,,,,,,,,,,,,,,
12/10/2023,Nepal,Laos,1,1,1.5,4.2,7.5,1.46,3.97,6.43,,,,,,,,,,,,,,
12/10/2023,Singapore,Guam,2,1,1.08,12,41,1.06,10.56,29.5,,,,,,,,,,,,,,
12/10/2023,Yemen,Sri Lanka,3,0,1.29,5.5,17,1.23,5.25,13.94,,,,,,,,,,,,,,
13/09/2023,Chile,Colombia,0,0,3.4,3.13,2.38,3.3,3.01,2.33,,,,,,,,,,,,,,
13/09/2023,Peru,Brazil,0,1,15,6,1.25,12.81,5.53,1.24,,,,,,,,,,,,,,
12/09/2023,Bolivia,Argentina,0,3,5.75,3.75,1.7,5.53,3.57,1.66,,,,,,,,,,,,,,
12/09/2023,Ecuador,Uruguay,2,1,2,3.2,4.75,1.96,3.06,4.43,,,,,,,,,,,,,,
12/09/2023,Venezuela,Paraguay,1,0,2.45,3,3.4,2.36,2.97,3.27,,,,,,,,,,,,,,
09/09/2023,Brazil,Bolivia,5,1,1.06,17,56,1.05,14.06,35.56,,,,,,,,,,,,,,
09/09/2023,Uruguay,Chile,3,1,1.67,3.75,6.5,1.63,3.6,5.87,,,,,,,,,,,,,,
08/09/2023,Argentina,Ecuador,1,0,1.35,5,12,1.33,4.67,10.78,,,,,,,,,,,,,,
08/09/2023,Colombia,Venezuela,1,0,1.33,5.25,15,1.29,5,12.61,,,,,,,,,,,,,,
07/09/2023,Paraguay,Peru,0,0,1.85,3.5,5,1.83,3.29,4.69,,,,,,,,,,,,,,
