ï»¿Date,Home,Away,HG,AG,H_Max,D_Max,A_Max,H_Avg,D_Avg,A_Avg,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HxG,AxG
07/06/2025,Finland,Netherlands,0,2,15,6.5,1.26,12.78,5.93,1.23,5,17,2,6,9,9,1,6,1,2,0,0,0.2,2.15
07/06/2025,Guatemala,Dominican Republic,4,2,2.2,3.4,3.75,2.1,3.09,3.33,,,,,,,,,,,,,,
07/06/2025,Malta,Lithuania,0,0,2.75,2.8,3.25,2.67,2.74,3.09,6,8,1,2,23,19,2,2,3,2,0,0,0.14,0.37
07/06/2025,Nicaragua,Guyana,1,0,1.4,4.8,9,1.36,4.43,7.46,,,,,,,,,,,,,,
07/06/2025,Trinidad & Tobago,Saint Kitts and Nevis,6,2,1.12,11.5,26,1.08,9.37,17.24,,,,,,,,,,,,,,
06/06/2025,Antigua and Barbuda,Cuba,0,1,5.5,4.5,1.58,5,4.09,1.52,,,,,,,,,,,,,,
06/06/2025,Chile,Argentina,0,1,5.75,3.4,1.83,5.04,3.27,1.78,7,10,3,4,9,9,1,4,4,2,0,0,0.46,1.23
06/06/2025,Colombia,Peru,0,0,1.33,5.4,11.5,1.3,4.97,10.4,15,4,0,1,10,5,2,4,1,1,0,0,0.7,0.4
06/06/2025,Czech Republic,Montenegro,2,0,1.33,5.5,11,1.3,5.25,10.16,13,6,7,3,23,10,8,4,1,3,0,0,1.35,0.68
06/06/2025,Ecuador,Brazil,0,0,4.3,3.1,2.2,3.98,2.91,2.12,7,3,3,2,14,9,4,3,0,0,0,0,0.45,0.38
06/06/2025,Estonia,Israel,1,3,7,4.33,1.53,6.54,4.15,1.5,8,16,2,7,13,7,5,5,1,0,0,0,1.23,2.09
06/06/2025,Gibraltar,Croatia,0,7,101,29,1.02,73.75,21.17,1.02,3,30,0,13,9,10,1,12,0,1,0,0,0.25,5.8
06/06/2025,North Macedonia,Belgium,1,1,9.5,5,1.37,8.81,4.74,1.35,7,17,2,4,13,11,1,10,6,1,0,0,1.29,2.11
06/06/2025,Norway,Italy,3,0,2.8,3.4,2.75,2.63,3.26,2.65,8,6,4,1,11,10,6,2,2,0,0,0,1.53,0.38
06/06/2025,Paraguay,Uruguay,2,0,3,2.66,3.3,2.78,2.58,3.13,12,5,5,1,18,10,5,7,2,0,0,0,1.46,0.25
06/06/2025,Suriname,Puerto Rico,1,0,1.38,5.5,10.5,1.3,4.72,8.35,,,,,,,,,,,,,,
06/06/2025,Venezuela,Bolivia,2,0,1.36,5.33,9.5,1.34,4.99,8.62,10,9,5,2,12,18,5,2,1,2,0,0,1.04,0.6
06/06/2025,Wales,Liechtenstein,3,0,1.03,30,111,1.02,19.5,71.54,26,0,11,0,9,8,12,0,1,2,0,0,2.61,0
05/06/2025,Australia,Japan,1,0,2.75,3.1,2.9,2.58,2.98,2.79,6,13,3,1,8,13,1,8,0,0,0,0,0.33,0.47
05/06/2025,Bahrain,Saudi Arabia,0,2,4.5,3.2,2.05,4.15,3.02,1.97,17,10,2,3,4,10,6,2,2,2,0,0,1.35,1.44
05/06/2025,Bermuda,Cayman Islands,5,0,1.2,7,15,1.17,6.29,11.88,,,,,,,,,,,,,,
05/06/2025,Grenada,Bahamas,6,0,1.07,15,31,1.05,11.68,23.93,,,,,,,,,,,,,,
05/06/2025,Indonesia,China,1,0,1.75,4.1,4.75,1.7,3.83,4.29,13,5,3,1,12,16,3,5,2,3,0,0,1.35,0.45
05/06/2025,Iraq,South Korea,0,2,3.95,3.3,2.15,3.65,3.13,2.06,5,13,2,7,8,12,1,10,1,4,1,0,0.28,2.08
05/06/2025,Kuwait,Palestine,0,2,3.8,3.35,2.1,3.65,3.23,2.01,7,15,2,6,8,12,10,5,3,2,0,0,0.51,2.72
05/06/2025,North Korea,Kyrgyzstan,2,2,2.8,3.2,2.75,2.69,3.07,2.6,10,14,5,3,15,6,3,2,2,1,0,0,0.93,0.82
05/06/2025,Oman,Jordan,0,3,3.25,3,2.55,3.15,2.91,2.38,10,9,2,4,10,13,3,3,2,1,0,0,0.44,2.05
05/06/2025,Qatar,Iran,1,0,2.8,3.25,2.7,2.71,3.15,2.54,6,6,3,3,15,19,3,3,3,4,0,1,0.49,0.27
05/06/2025,Saint Vincent and the Grenadines,Anguilla,6,0,1.11,10.5,26,1.09,8.69,18.88,,,,,,,,,,,,,,
05/06/2025,United Arab Emirates,Uzbekistan,0,0,2.9,3.1,2.75,2.73,3,2.62,10,4,6,0,12,13,2,3,1,1,0,0,0.79,0.47
04/06/2025,Barbados,Aruba,1,1,2.05,3.7,3.5,1.95,3.56,3.27,,,,,,,,,,,,,,
04/06/2025,Dominica,British Virgin Islands,3,0,1.4,5.5,10,1.3,4.87,8.22,,,,,,,,,,,,,,
04/06/2025,Montserrat,Belize,1,0,2.3,3.25,3.25,2.22,3.12,3.04,,,,,,,,,,,,,,
26/03/2025,Argentina,Brazil,4,1,2.4,3,3.7,2.31,2.86,3.55,,,,,,,,,,,,,,
26/03/2025,Chile,Ecuador,0,0,3,2.9,2.83,2.89,2.85,2.71,,,,,,,,,,,,,,
26/03/2025,Colombia,Paraguay,2,2,1.48,4.2,9.5,1.43,4.07,8.39,,,,,,,,,,,,,,
26/03/2025,Venezuela,Peru,1,0,2.06,3.2,4.6,2,3.03,4.23,,,,,,,,,,,,,,
25/03/2025,Algeria,Mozambique,5,1,1.29,5.5,14,1.24,5.13,12.03,17,2,13,1,26,7,9,4,1,2,0,0,,
25/03/2025,Angola,Cape Verde,1,2,2.05,2.9,4.75,1.98,2.83,4.37,5,3,2,2,11,13,4,4,0,1,0,0,,
25/03/2025,Benin,South Africa,0,2,4.75,3.1,2.14,4.22,2.92,1.99,4,7,1,5,9,12,0,6,2,0,0,0,,
25/03/2025,Bolivia,Uruguay,0,0,2.75,3.1,2.88,2.69,3.01,2.76,,,,,,,,,,,,,,
25/03/2025,Botswana,Somalia,2,0,1.3,5,12,1.28,4.72,10.59,18,7,8,3,10,4,8,3,0,2,0,0,,
25/03/2025,Burundi,Seychelles,5,0,1.11,9.25,34,1.09,8.3,21.88,21,3,16,1,17,16,6,0,1,3,0,0,,
25/03/2025,Cameroon,Libya,3,1,1.38,4.33,11,1.35,4.19,9.52,,,,,,,,,,,,,,
25/03/2025,China,Australia,0,2,6.25,3.9,1.65,5.67,3.78,1.57,12,7,1,2,10,3,6,6,1,0,0,0,0.89,1.02
25/03/2025,Comoros,Chad,1,0,1.18,7,19,1.16,6.32,16.25,19,4,5,1,24,7,6,1,1,0,0,0,,
25/03/2025,Egypt,Sierra Leone,1,0,1.18,7,21,1.15,6.43,17.25,9,3,3,1,12,11,8,4,1,1,0,0,,
25/03/2025,Gibraltar,Czech Republic,0,4,81,23,1.04,53.07,17.67,1.02,1,29,0,12,10,10,0,12,3,1,0,0,0.01,4.47
25/03/2025,Indonesia,Bahrain,1,0,2,3.65,3.9,1.94,3.39,3.72,7,7,3,1,14,8,4,3,3,2,0,0,1.19,0.26
25/03/2025,Iran,Uzbekistan,2,2,1.95,3.13,5.33,1.88,2.96,4.57,20,13,8,4,13,11,6,5,0,0,0,0,2.64,0.96
25/03/2025,Israel,Norway,2,4,6.1,4.5,1.55,5.75,4.3,1.52,10,23,6,12,7,9,2,7,1,2,0,0,0.61,3.96
25/03/2025,Japan,Saudi Arabia,0,0,1.49,4.2,7.5,1.45,4.05,7,12,1,2,0,10,3,9,0,0,0,0,0,1.04,0.02
25/03/2025,Kuwait,Oman,0,1,3.8,3,2.25,3.64,2.86,2.16,9,7,1,3,10,9,5,4,1,1,0,0,0.77,0.76
25/03/2025,Kyrgyzstan,Qatar,3,1,6.3,4.1,1.65,5.44,3.78,1.56,14,9,5,4,12,7,5,6,2,1,0,1,0.41,0.63
25/03/2025,Liechtenstein,Kazakhstan,0,2,11,4.4,1.4,10.03,4.17,1.38,3,16,2,4,6,10,1,6,1,1,0,0,0.07,1.47
25/03/2025,Mauritania,D.R. Congo,0,2,4.75,3,2.55,3.74,2.78,2.21,4,3,2,2,7,11,4,3,2,0,0,0,,
25/03/2025,Moldova,Estonia,2,3,2,3.2,4.55,1.95,3.1,4.39,14,10,6,7,14,15,5,3,3,5,1,1,0.66,1.53
25/03/2025,Montenegro,Faroe Islands,1,0,1.5,4.2,8,1.47,4.03,7.52,20,4,5,1,9,10,7,3,1,1,0,0,1.67,0.28
25/03/2025,Morocco,Tanzania,2,0,1.14,8.25,23,1.12,7.36,19,6,6,3,2,6,21,8,0,0,1,0,0,,
25/03/2025,Nigeria,Zimbabwe,1,1,1.22,6,16,1.2,5.48,14.34,13,5,3,3,10,5,6,1,0,2,0,0,,
25/03/2025,North Korea,United Arab Emirates,1,2,4.75,3.6,1.85,4.46,3.34,1.77,7,20,2,7,14,11,4,4,3,2,0,0,0.51,1.55
25/03/2025,North Macedonia,Wales,1,1,3.25,3.2,2.45,3.16,3.09,2.36,8,11,2,6,10,16,5,5,3,2,0,0,0.96,0.84
25/03/2025,Palestine,Iraq,2,1,4.5,3.1,2.15,4.02,2.91,2.01,15,13,5,3,5,13,11,9,2,3,0,0,1.72,0.69
25/03/2025,Rwanda,Lesotho,1,1,1.53,3.66,9,1.5,3.37,8.27,18,6,8,2,10,10,4,2,1,1,0,0,,
25/03/2025,Senegal,Togo,2,0,1.26,5.25,17,1.23,5.02,13.16,7,9,4,6,,,4,2,0,2,0,0,,
25/03/2025,South Korea,Jordan,1,1,1.5,4.1,7,1.48,3.97,6.66,12,11,3,3,12,9,10,3,0,2,0,0,1.76,0.28
25/03/2025,Sudan,South Sudan,1,1,1.33,4.9,13,1.3,4.49,10.83,1,1,1,1,16,21,5,5,1,2,0,0,,
25/03/2025,Uganda,Guinea,1,0,3.6,2.88,2.4,3.4,2.77,2.29,8,6,3,2,14,11,8,4,1,1,0,0,,
24/03/2025,Albania,Andorra,3,0,1.2,6.5,26,1.18,5.93,21.31,15,0,7,0,2,21,2,0,0,2,0,0,1.34,0
24/03/2025,Bosnia & Herzegovina,Cyprus,2,1,1.49,4.5,7.8,1.45,4.26,7.19,14,11,6,4,14,16,7,7,2,4,0,1,1.12,1.4
24/03/2025,Central Africa,Mali,0,0,11,5,1.37,9.22,4.52,1.32,1,13,0,5,13,10,0,8,3,0,0,0,,
24/03/2025,England,Latvia,3,0,1.04,30,101,1.02,19.03,55.6,27,3,8,1,11,13,10,2,1,2,0,0,3.57,0.31
24/03/2025,Ethiopia,Djibouti,6,1,1.46,4.2,9.5,1.38,4.05,8.23,15,10,9,7,15,11,3,9,1,2,0,0,,
24/03/2025,Guinea Bissau,Burkina Faso,1,2,4,3.14,2.25,3.72,2.86,2.14,1,2,1,2,17,24,3,5,2,3,0,0,,
24/03/2025,Ivory Coast,Gambia,1,0,1.33,5,15,1.29,4.54,11.56,5,8,3,3,18,9,5,2,1,0,0,0,,
24/03/2025,Liberia,Sao Tome and Principe,2,1,1.29,5.33,13,1.26,4.86,11.73,2,1,2,1,13,12,3,2,1,0,0,0,,
24/03/2025,Lithuania,Finland,2,2,3.75,3.1,2.3,3.54,2.96,2.23,11,13,6,4,17,15,2,5,3,2,0,0,0.51,2.2
24/03/2025,Madagascar,Ghana,0,3,4.5,3.3,1.95,4.16,3.15,1.88,7,7,2,5,19,17,2,4,2,1,0,0,,
24/03/2025,Namibia,Equatorial Guinea,1,1,3.25,3.15,2.65,2.99,2.92,2.43,4,4,3,1,7,10,3,5,2,1,0,0,,
24/03/2025,New Caledonia,New Zealand,0,3,41,23,1.02,34.82,17.36,1.01,,,,,,,,,,,,,,
24/03/2025,Poland,Malta,2,0,1.24,7,17,1.2,6.32,13.75,28,9,12,3,12,16,5,3,2,3,0,1,2.9,0.19
24/03/2025,San Marino,Romania,1,5,67,18.5,1.05,43.94,14.28,1.04,1,18,1,8,11,13,2,10,3,1,0,0,0.65,3.96
24/03/2025,Tunisia,Malawi,2,0,1.3,4.8,14,1.28,4.55,11.63,22,8,10,4,10,11,8,0,2,5,0,1,,
23/03/2025,Eswatini,Mauritius,3,3,2,3.2,4.5,1.85,3.1,4.3,7,5,4,3,11,11,6,4,2,2,0,0,,
23/03/2025,Kenya,Gabon,1,2,2.8,2.9,3.1,2.65,2.76,2.87,12,5,5,5,17,7,6,1,2,2,0,0,,
22/03/2025,Czech Republic,Faroe Islands,2,1,1.14,9.75,26,1.12,8.25,20.09,16,5,7,3,12,9,6,3,1,3,0,0,2.19,0.37
22/03/2025,Israel,Estonia,2,1,1.4,5.33,11,1.32,4.97,9.22,29,7,11,3,5,16,14,1,1,4,0,1,2.54,0.34
22/03/2025,Liechtenstein,North Macedonia,0,3,21,7.8,1.18,15.5,6.89,1.15,5,17,1,9,12,7,0,7,3,1,0,0,0.19,2.58
22/03/2025,Moldova,Norway,0,5,13,5.5,1.33,10.25,5.18,1.29,10,24,4,8,10,9,6,6,1,1,0,0,0.77,2.95
22/03/2025,Montenegro,Gibraltar,3,1,1.09,13,36,1.08,10.53,24.44,25,7,10,2,20,12,7,5,3,2,0,0,3.23,1.28
22/03/2025,Sudan,Senegal,0,0,13,4.33,1.38,11.03,3.98,1.34,7,19,3,4,12,9,3,11,3,1,0,0,,
22/03/2025,Togo,Mauritania,2,2,1.83,3.33,5.75,1.73,3.17,5.1,12,7,9,4,,,5,1,2,4,0,0,,
22/03/2025,Wales,Kazakhstan,3,1,1.31,5.8,15,1.27,5.44,11.05,12,10,7,2,5,7,4,4,0,2,0,0,1.96,1.04
21/03/2025,Andorra,Latvia,0,1,4.75,3.05,2.1,4.51,2.87,1.99,7,6,2,2,14,12,3,1,0,2,0,0,0.28,0.47
21/03/2025,Botswana,Algeria,1,3,7.5,3.8,1.53,6.83,3.64,1.51,1,3,1,3,10,11,2,5,2,1,0,0,,
21/03/2025,Brazil,Colombia,2,1,1.65,3.75,6.4,1.62,3.64,5.75,17,10,7,3,15,24,4,2,3,1,0,0,2.44,0.63
21/03/2025,Burkina Faso,Djibouti,4,1,1.09,11.5,31,1.07,9.69,22.88,10,8,7,4,22,12,3,3,2,2,0,0,,
21/03/2025,Burundi,Ivory Coast,0,1,13,5,1.3,11.44,4.75,1.27,3,9,0,3,17,21,0,5,2,2,0,0,,
21/03/2025,Cyprus,San Marino,2,0,1.18,7,21,1.16,6.64,17.72,26,5,11,2,14,17,7,2,0,2,0,0,2.51,0.34
21/03/2025,D.R. Congo,South Sudan,1,0,1.14,8.5,29,1.11,7.31,21.56,2,0,1,0,12,11,12,1,1,1,0,0,,
21/03/2025,Ecuador,Venezuela,2,1,1.36,5.33,14,1.3,4.75,11.72,16,10,6,6,13,13,5,2,1,2,0,0,2.68,1.05
21/03/2025,England,Albania,2,0,1.14,8.5,30,1.12,7.94,22.19,12,3,6,0,9,7,4,1,0,1,0,0,1.48,0.06
21/03/2025,Equatorial Guinea,Sao Tome and Principe,2,0,1.15,7,29,1.14,6.31,20.07,2,0,2,0,28,14,11,1,2,1,0,0,,
21/03/2025,Ethiopia,Egypt,0,2,15,5.5,1.29,11.09,5.08,1.25,1,13,0,8,8,8,1,3,0,0,0,0,,
21/03/2025,Ghana,Chad,5,0,1.05,17,34,1.03,12.92,27.67,10,1,5,0,4,7,4,4,0,3,0,0,,
21/03/2025,Guinea,Somalia,0,0,1.1,12,29,1.07,9.59,22,29,2,15,0,10,12,12,0,0,2,0,0,,
21/03/2025,Malta,Finland,0,1,5,3.25,2,4.54,3.09,1.9,19,10,6,5,9,12,6,3,0,1,1,0,1.85,1.88
21/03/2025,New Caledonia,Tahiti,3,0,1.67,3.8,5,1.61,3.54,4.85,,,,,,,,,,,,,,
21/03/2025,New Zealand,Fiji,7,0,1.04,17,41,1.02,12.93,28.29,,,,,,,,,,,,,,
21/03/2025,Niger,Morocco,1,2,26,9.5,1.11,21.44,8.41,1.09,2,10,1,4,12,14,0,7,3,2,0,0,,
21/03/2025,Peru,Bolivia,3,1,1.52,4.1,8.5,1.47,3.92,7.7,12,15,7,5,10,17,3,4,0,0,0,0,1.55,1.31
21/03/2025,Poland,Lithuania,1,0,1.26,6,13,1.24,5.73,11.67,24,8,7,2,14,18,11,1,1,1,0,0,2.27,0.75
21/03/2025,Romania,Bosnia & Herzegovina,0,1,1.93,3.55,4.7,1.86,3.42,4.16,15,5,3,1,14,25,5,1,5,3,0,0,1.81,0.95
21/03/2025,Rwanda,Nigeria,0,2,6.5,3.4,1.7,6.04,3.13,1.65,2,8,2,3,12,20,4,8,1,3,0,0,,
21/03/2025,Uruguay,Argentina,0,1,2.8,3,3.2,2.63,2.83,3.02,6,12,2,4,11,11,4,3,2,1,0,1,0.18,0.57
20/03/2025,Australia,Indonesia,5,1,1.55,4.2,6.5,1.53,3.86,5.73,9,11,7,4,11,13,5,7,0,0,0,0,2.2,1.78
20/03/2025,Cape Verde,Mauritius,1,0,1.22,6.1,17,1.19,5.66,14.88,1,0,1,0,24,19,9,0,2,2,0,0,,
20/03/2025,Comoros,Mali,0,3,6.5,3.5,1.67,6.09,3.31,1.61,0,4,0,4,12,23,3,2,2,0,0,0,,
20/03/2025,Gabon,Seychelles,3,0,1.03,23,71,1.01,17.87,44.93,5,3,3,1,8,11,13,1,1,3,0,0,,
20/03/2025,Gambia,Kenya,3,3,2.45,3.1,3.5,2.35,2.93,3.12,5,8,5,4,14,14,3,4,3,2,0,0,,
20/03/2025,Iran,United Arab Emirates,2,0,1.45,4.33,8.5,1.4,4.13,7.6,15,6,8,1,12,8,4,1,1,1,0,0,1.51,0.3
20/03/2025,Iraq,Kuwait,2,2,1.33,5,12,1.3,4.63,9.55,18,4,7,2,9,10,12,0,2,6,0,1,1.22,1.33
20/03/2025,Japan,Bahrain,2,0,1.14,10,23,1.1,8.4,18.83,12,7,4,2,18,5,8,1,1,1,0,0,1.38,0.39
20/03/2025,Jordan,Palestine,3,1,1.62,3.6,6.5,1.59,3.49,5.8,10,11,5,3,14,13,3,6,1,2,0,0,0.96,0.86
20/03/2025,Libya,Angola,1,1,3.2,2.75,2.7,3.04,2.69,2.59,3,7,3,5,33,37,4,3,4,0,0,0,,
20/03/2025,Malawi,Namibia,0,1,2.4,2.88,3.9,2.29,2.75,3.51,5,6,2,2,,,6,3,0,3,0,0,,
20/03/2025,Mozambique,Uganda,3,1,3,2.95,2.8,2.84,2.84,2.62,9,6,4,3,13,17,5,5,2,2,0,1,,
20/03/2025,Paraguay,Chile,1,0,1.95,3.3,5.5,1.87,3.14,4.79,16,9,5,3,10,11,6,4,0,0,0,0,0.76,0.81
20/03/2025,Qatar,North Korea,5,1,1.6,4.1,5.75,1.55,3.86,5.44,12,12,9,6,10,19,4,7,1,3,0,0,2.45,0.46
20/03/2025,Saudi Arabia,China,1,0,1.44,4.75,8.5,1.39,4.36,7.45,19,3,7,0,4,9,5,3,0,1,0,1,1.54,0.1
20/03/2025,Sierra Leone,Guinea Bissau,3,1,3.9,3,2.38,3.46,2.85,2.23,7,6,5,3,0,1,2,4,1,1,0,0,,
20/03/2025,South Korea,Oman,1,1,1.22,6.5,15,1.18,6.17,13.43,10,5,3,2,9,10,3,4,0,2,0,0,0.67,0.17
20/03/2025,Uzbekistan,Kyrgyzstan,1,0,1.27,6.75,15,1.21,5.82,11.91,26,1,9,0,13,10,12,0,4,1,0,1,3.34,0.05
20/03/2025,Zimbabwe,Benin,2,2,3.2,3,2.5,3.07,2.87,2.42,5,7,3,6,13,15,3,1,1,1,0,0,,
19/03/2025,Central Africa,Madagascar,1,4,2.83,3.2,3.2,2.69,3.01,2.59,6,9,4,6,10,21,3,4,1,2,0,0,,
19/03/2025,Eswatini,Cameroon,0,0,17,4.8,1.33,12.41,4.28,1.3,8,13,3,4,,,1,4,0,1,0,0,,
19/03/2025,Liberia,Tunisia,0,1,5.75,3.2,1.85,4.9,3.01,1.81,0,1,0,1,11,15,6,6,0,1,0,0,,
20/11/2024,Argentina,Peru,1,0,1.17,7.5,21,1.15,6.89,19.12,,,,,,,,,,,,,,
20/11/2024,Brazil,Uruguay,1,1,1.62,3.85,6.5,1.6,3.64,6.05,,,,,,,,,,,,,,
20/11/2024,Chile,Venezuela,4,2,2.23,3,4,2.13,2.94,3.86,,,,,,,,,,,,,,
19/11/2024,Bahrain,Australia,2,2,7,3.25,1.75,5.93,3.08,1.68,7,8,3,4,10,11,2,6,1,1,0,0,,
19/11/2024,Bolivia,Paraguay,2,2,2.15,3,4.6,2.07,2.91,4.15,,,,,,,,,,,,,,
19/11/2024,China,Japan,1,3,19,8.5,1.16,14.54,7.48,1.13,8,12,3,6,19,10,2,6,3,1,0,0,,
19/11/2024,Colombia,Ecuador,0,1,1.75,3.5,6.5,1.69,3.35,5.63,,,,,,,,,,,,,,
19/11/2024,Indonesia,Saudi Arabia,2,0,4.6,3.4,1.91,4.18,3.15,1.87,13,25,6,3,16,4,4,12,5,3,1,0,,
19/11/2024,Kuwait,Jordan,1,1,6.25,3.7,1.7,5.52,3.43,1.62,10,11,5,4,4,11,3,11,1,1,0,0,,
19/11/2024,Kyrgyzstan,Iran,2,3,15,6,1.22,12.35,5.63,1.2,8,14,3,5,8,13,3,3,2,1,0,0,,
19/11/2024,North Korea,Uzbekistan,0,1,5.25,3.6,2,4.39,3.34,1.78,17,17,2,2,9,9,3,3,1,1,0,1,,
19/11/2024,Oman,Iraq,0,1,3.2,2.8,3.1,2.72,2.69,2.84,9,5,3,3,10,28,4,3,1,3,0,0,,
19/11/2024,Palestine,South Korea,1,1,12,5.5,1.29,10.58,5.22,1.25,6,17,2,5,17,6,2,8,4,0,0,0,,
19/11/2024,United Arab Emirates,Qatar,5,0,2.65,3.3,2.75,2.53,3.16,2.65,10,10,7,0,24,20,0,2,4,3,0,0,,
18/11/2024,Samoa,New Zealand,0,8,101,67,1.01,68.38,43.25,1,,,,,,,,,,,,,,
18/11/2024,Tahiti,Vanuatu,2,0,1.6,4.2,5.75,1.55,4.01,4.69,,,,,,,,,,,,,,
17/11/2024,Fiji,New Caledonia,1,1,2.5,3.1,2.75,2.42,3.04,2.73,,,,,,,,,,,,,,
17/11/2024,Papua New Guinea,Solomon Islands,1,2,2.15,3.6,3.1,2.07,3.51,2.98,,,,,,,,,,,,,,
16/11/2024,Peru,Chile,0,0,2.33,2.85,4.2,2.21,2.73,4.01,,,,,,,,,,,,,,
16/11/2024,Uruguay,Colombia,3,2,2.25,3.15,3.6,2.21,3.03,3.5,,,,,,,,,,,,,,
15/11/2024,Ecuador,Bolivia,4,0,1.2,8,17,1.17,6.86,16.25,,,,,,,,,,,,,,
15/11/2024,Indonesia,Japan,0,4,13,6.25,1.25,11.12,5.74,1.21,9,13,3,8,9,6,4,6,0,1,0,0,,
15/11/2024,New Zealand,Vanuatu,8,1,1.02,25,51,1.01,18.2,35.6,,,,,,,,,,,,,,
15/11/2024,Samoa,Tahiti,0,3,12,6.5,1.18,10.72,6.36,1.17,,,,,,,,,,,,,,
14/11/2024,Australia,Saudi Arabia,0,0,2,3.15,4.33,1.93,3.05,4.09,14,4,2,1,11,9,3,3,2,2,0,0,,
14/11/2024,Bahrain,China,0,1,1.65,3.6,6,1.61,3.43,5.55,6,6,1,3,11,13,3,4,1,2,1,0,,
14/11/2024,Iraq,Jordan,0,0,2.25,3.1,3.9,2.13,2.88,3.6,10,9,2,4,11,16,3,5,2,2,0,0,,
14/11/2024,Kuwait,South Korea,1,3,15,6.5,1.21,12.58,5.92,1.19,4,14,1,5,11,11,0,4,2,1,0,0,,
14/11/2024,North Korea,Iran,2,3,11,4.75,1.35,9.48,4.49,1.31,17,17,4,11,12,7,3,2,2,1,0,1,,
14/11/2024,Oman,Palestine,1,0,1.9,3.1,5,1.82,2.99,4.74,11,13,5,5,10,17,3,8,1,0,0,0,,
14/11/2024,Papua New Guinea,Fiji,3,3,6.25,4.33,1.5,5.45,4.12,1.47,,,,,,,,,,,,,,
14/11/2024,Paraguay,Argentina,2,1,5.25,3.3,1.91,4.85,3.13,1.85,,,,,,,,,,,,,,
14/11/2024,Qatar,Uzbekistan,3,2,3,3.1,2.6,2.84,2.98,2.47,11,21,8,9,10,8,1,4,2,1,0,0,,
14/11/2024,Solomon Islands,New Caledonia,2,3,4.75,3.4,1.77,4.4,3.35,1.7,,,,,,,,,,,,,,
14/11/2024,United Arab Emirates,Kyrgyzstan,3,0,1.53,3.85,7,1.51,3.66,6.38,12,14,6,4,15,23,4,6,1,0,0,0,,
14/11/2024,Venezuela,Brazil,1,1,7.5,3.95,1.56,6.68,3.8,1.53,,,,,,,,,,,,,,
16/10/2024,Argentina,Bolivia,6,0,1.06,15,41,1.05,12.19,29.46,,,,,,,,,,,,,,
16/10/2024,Brazil,Peru,4,0,1.22,6.5,19,1.19,6.2,16.46,,,,,,,,,,,,,,
16/10/2024,Paraguay,Venezuela,2,1,1.81,3.4,5.5,1.79,3.23,5.02,,,,,,,,,,,,,,
16/10/2024,Uruguay,Ecuador,0,0,1.85,3.3,5.9,1.74,3.2,5.51,,,,,,,,,,,,,,
15/10/2024,China,Indonesia,2,1,2.5,3.25,2.95,2.38,3.16,2.83,5,14,3,6,11,8,1,6,1,2,0,0,,
15/10/2024,Colombia,Chile,4,0,1.36,4.9,11,1.33,4.63,10.06,,,,,,,,,,,,,,
15/10/2024,Iran,Qatar,4,1,1.8,3.75,5.4,1.67,3.56,4.74,18,11,8,1,13,3,3,6,3,0,0,0,,
15/10/2024,Japan,Australia,1,1,1.37,5,9,1.33,4.6,7.94,13,2,4,1,13,10,9,0,0,4,0,0,,
15/10/2024,Jordan,Oman,4,0,2,3.1,4.8,1.91,2.96,4.33,17,3,9,1,17,4,8,4,0,1,0,0,,
15/10/2024,Kyrgyzstan,North Korea,1,0,4,3.1,2.38,3.6,2.99,2.1,9,15,3,2,24,22,3,8,1,3,0,0,,
15/10/2024,Palestine,Kuwait,2,2,1.86,3.3,5,1.8,3.17,4.49,18,6,4,4,22,21,5,3,3,3,1,0,,
15/10/2024,Saudi Arabia,Bahrain,0,0,1.5,4.2,8,1.45,3.95,6.94,14,5,4,2,9,13,8,3,1,4,0,0,,
15/10/2024,South Korea,Iraq,3,2,1.52,3.8,8.5,1.46,3.66,7.33,7,8,3,2,7,7,1,4,3,2,0,0,,
15/10/2024,Uzbekistan,United Arab Emirates,1,0,1.53,4.1,7,1.48,3.91,6.25,26,12,4,5,9,7,4,1,1,1,0,1,,
12/10/2024,Peru,Uruguay,1,0,5,3.25,1.95,4.66,3.08,1.9,,,,,,,,,,,,,,
11/10/2024,Chile,Brazil,1,2,6.5,3.8,1.6,6.35,3.68,1.57,,,,,,,,,,,,,,
11/10/2024,New Zealand,Tahiti,3,0,1.03,21,67,1.02,16.2,46.7,,,,,,,,,,,,,,
10/10/2024,Australia,China,3,1,1.2,7.5,17,1.15,6.63,14.32,18,6,4,1,10,13,3,3,0,2,0,0,,
10/10/2024,Bahrain,Indonesia,2,2,2.3,3.2,3.7,2.19,3.08,3.23,23,5,5,5,10,30,7,1,2,3,0,0,,
10/10/2024,Bolivia,Colombia,1,0,3.4,3.2,2.4,3.23,3.06,2.33,,,,,,,,,,,,,,
10/10/2024,Ecuador,Paraguay,0,0,1.56,3.65,9,1.52,3.57,7.79,,,,,,,,,,,,,,
10/10/2024,Iraq,Palestine,1,0,1.48,4.2,8,1.44,3.97,6.93,6,4,2,1,17,12,7,2,2,3,0,0,,
10/10/2024,Jordan,South Korea,0,2,4.6,3.5,1.85,4.31,3.31,1.79,13,13,2,5,13,7,2,2,1,0,0,0,,
10/10/2024,New Caledonia,Papua New Guinea,3,1,1.75,3.72,4.55,1.68,3.46,4.39,,,,,,,,,,,,,,
10/10/2024,Oman,Kuwait,4,0,1.53,4.1,7,1.5,3.74,6.42,18,8,8,1,13,8,7,2,0,2,0,0,,
